FSIPost
Falmouth Scientific, Inc.
1140 Route 28A, PO Box 315
Cataumet, MA 02534-0315 U.S.A.
Phone: (508) 564 - 7640
FAX:   (508) 564 - 7643

Calibrated Data Text File: C:\deproas_meso\d2_7050.txt

    SCANS     PRES        TEMP        COND        OXCU        OXTM        FLUO        OBS        SAL*        DEN*        SV*        DEPTH*   
   3083      1.9753     22.6736     52.1776   1647.0000    167.0000      0.0000    209.0000     36.1843     24.9349   1529.9445      1.9583
   3084      2.0637     22.6691     52.1734   1647.0000    167.0000      0.0000    209.0000     36.1847     24.9369   1529.9348      2.0460
   3085      2.1173     22.6676     52.1701   1647.0000    167.0000      0.0000    209.0000     36.1833     24.9365   1529.9304      2.0992
   3086      2.1499     22.6661     52.1680   1647.0000    167.0000      0.0000    209.0000     36.1829     24.9368   1529.9266      2.1314
   3087      2.1696     22.6651     52.1668   1650.0000    167.0000      0.0000    445.0000     36.1828     24.9370   1529.9243      2.1510
   3088      2.1816     22.6641     52.1661   1650.0000    167.0000      0.0000    445.0000     36.1830     24.9376   1529.9222      2.1628
   3089      2.1888     22.6631     52.1656   1650.0000    167.0000      0.0000    445.0000     36.1835     24.9382   1529.9203      2.1700
   3090      2.1539     22.6626     52.1653   1650.0000    167.0000      0.0000    445.0000     36.1837     24.9384   1529.9187      2.1354
   3091      2.1720     22.6616     52.1652   1650.0000    167.0000      0.0000    445.0000     36.1844     24.9393   1529.9171      2.1534
   3092      2.1830     22.6611     52.1647   1650.0000    167.0000      0.0000    445.0000     36.1845     24.9395   1529.9161      2.1643
   3093      2.1897     22.6611     52.1640   1650.0000    167.0000      0.0000    445.0000     36.1839     24.9391   1529.9156      2.1709
   3094      2.1938     22.6611     52.1632   1650.0000    167.0000      0.0000    445.0000     36.1833     24.9387   1529.9149      2.1749
   3095      2.1962     22.6606     52.1639   1650.0000    167.0000      0.0000    445.0000     36.1842     24.9395   1529.9148      2.1774
   3096      2.1977     22.6601     52.1631   1650.0000    167.0000      0.0000    445.0000     36.1840     24.9395   1529.9133      2.1789
   3097      2.1986     22.6591     52.1622   1639.0000    167.0000      0.0000    622.0000     36.1842     24.9400   1529.9109      2.1797
   3098      2.1992     22.6586     52.1625   1639.0000    167.0000      0.0000    622.0000     36.1848     24.9406   1529.9104      2.1803
   3099      2.1995     22.6576     52.1646   1639.0000    167.0000      0.0000    622.0000     36.1873     24.9427   1529.9105      2.1806
   3100      2.1603     22.6576     52.1659   1639.0000    167.0000      0.0000    622.0000     36.1883     24.9434   1529.9110      2.1418
   3101      2.1759     22.6576     52.1675   1639.0000    167.0000      0.0000    622.0000     36.1896     24.9443   1529.9126      2.1573
   3102      2.1854     22.6576     52.1684   1643.0000    167.0000      0.0000    661.0000     36.1903     24.9450   1529.9136      2.1667
   3103      2.1912     22.6581     52.1686   1643.0000    167.0000      0.0000    661.0000     36.1900     24.9446   1529.9147      2.1724
   3104      2.1946     22.6591     52.1680   1643.0000    167.0000      0.0000    661.0000     36.1887     24.9433   1529.9158      2.1758
   3105      2.1574     22.6596     52.1679   1643.0000    167.0000      0.0000    661.0000     36.1882     24.9427   1529.9160      2.1389
   3106      2.1348     22.6601     52.1679   1643.0000    167.0000      0.0000    661.0000     36.1878     24.9422   1529.9164      2.1165
   3107      2.1211     22.6601     52.1679   1643.0000    167.0000      0.0000    661.0000     36.1878     24.9421   1529.9161      2.1029
   3108      2.1128     22.6606     52.1675   1643.0000    167.0000      0.0000    661.0000     36.1871     24.9414   1529.9165      2.0947
   3109      2.0684     22.6606     52.1665   1643.0000    167.0000      0.0000    661.0000     36.1863     24.9406   1529.9149      2.0507
   3110      2.0415     22.6611     52.1663   1643.0000    167.0000      0.0000    661.0000     36.1857     24.9399   1529.9152      2.0240
   3111      2.0252     22.6611     52.1661   1643.0000    167.0000      0.0000    661.0000     36.1856     24.9397   1529.9148      2.0078
   3112      2.0153     22.6611     52.1660   1631.0000    167.0000      0.0000    391.0000     36.1856     24.9396   1529.9146      1.9980
   3113      2.0093     22.6606     52.1656   1631.0000    167.0000      0.0000    391.0000     36.1856     24.9398   1529.9132      1.9920
   3114      1.9663     22.6591     52.1649   1631.0000    167.0000      0.0000    391.0000     36.1864     24.9406   1529.9094      1.9494
   3115      1.9402     22.6591     52.1641   1631.0000    167.0000      0.0000    391.0000     36.1858     24.9400   1529.9083      1.9236
   3116      1.9244     22.6591     52.1637   1631.0000    167.0000      0.0000    391.0000     36.1854     24.9397   1529.9077      1.9079
   3117      1.9148     22.6591     52.1630   1623.0000    167.0000      0.0000    155.0000     36.1849     24.9392   1529.9069      1.8984
   3118      1.9090     22.6591     52.1622   1623.0000    167.0000      0.0000    155.0000     36.1842     24.9387   1529.9061      1.8926
   3119      1.9054     22.6591     52.1609   1623.0000    167.0000      0.0000    155.0000     36.1832     24.9380   1529.9050      1.8891
   3120      1.9033     22.6591     52.1613   1623.0000    167.0000      0.0000    155.0000     36.1836     24.9382   1529.9053      1.8870
   3121      1.9020     22.6596     52.1611   1623.0000    167.0000      0.0000    155.0000     36.1830     24.9376   1529.9060      1.8857
   3122      1.9012     22.6601     52.1611   1623.0000    167.0000      0.0000    155.0000     36.1825     24.9371   1529.9067      1.8849
   3123      1.9007     22.6601     52.1610   1623.0000    167.0000      0.0000    155.0000     36.1825     24.9371   1529.9066      1.8844
   3124      1.9004     22.6606     52.1606   1623.0000    167.0000      0.0000    155.0000     36.1818     24.9364   1529.9071      1.8841
   3125      1.9003     22.6611     52.1611   1623.0000    167.0000      0.0000    155.0000     36.1818     24.9362   1529.9084      1.8840
   3126      1.9002     22.6616     52.1618   1623.0000    167.0000      0.0000    155.0000     36.1819     24.9362   1529.9098      1.8839
   3127      1.9001     22.6616     52.1630   1599.0000    167.0000      0.0000    141.0000     36.1828     24.9369   1529.9109      1.8838
   3128      1.9001     22.6621     52.1642   1599.0000    167.0000      0.0000    141.0000     36.1833     24.9371   1529.9127      1.8838
   3129      1.9000     22.6626     52.1656   1599.0000    167.0000      0.0000    141.0000     36.1841     24.9375   1529.9148      1.8837
   3130      1.9394     22.6626     52.1665   1599.0000    167.0000      0.0000    141.0000     36.1847     24.9382   1529.9161      1.9227
   3131      2.0026     22.6631     52.1683   1599.0000    167.0000      0.0000    141.0000     36.1857     24.9391   1529.9196      1.9854
   3132      2.0409     22.6636     52.1697   1602.0000    167.0000      0.0000    257.0000     36.1863     24.9396   1529.9222      2.0234
   3133      2.0642     22.6636     52.1702   1602.0000    167.0000      0.0000    257.0000     36.1867     24.9400   1529.9230      2.0465
   3134      2.0783     22.6641     52.1701   1602.0000    167.0000      0.0000    257.0000     36.1862     24.9395   1529.9240      2.0604
   3135      2.0868     22.6641     52.1708   1602.0000    167.0000      0.0000    257.0000     36.1868     24.9400   1529.9247      2.0689
   3136      2.0920     22.6646     52.1712   1602.0000    167.0000      0.0000    257.0000     36.1867     24.9398   1529.9260      2.0741
   3137      2.1345     22.6646     52.1711   1602.0000    167.0000      0.0000    257.0000     36.1866     24.9399   1529.9266      2.1162
   3138      2.1603     22.6646     52.1710   1602.0000    167.0000      0.0000    257.0000     36.1865     24.9400   1529.9269      2.1417
   3139      2.2152     22.6646     52.1710   1602.0000    167.0000      0.0000    257.0000     36.1865     24.9402   1529.9279      2.1962
   3140      2.2879     22.6646     52.1714   1602.0000    167.0000      0.0000    257.0000     36.1867     24.9407   1529.9293      2.2683
   3141      2.2927     22.6646     52.1716   1602.0000    167.0000      0.0000    257.0000     36.1869     24.9408   1529.9296      2.2730
   3142      2.2956     22.6646     52.1717   1600.0000    167.0000      0.0000    124.0000     36.1870     24.9409   1529.9297      2.2759
   3143      2.3367     22.6646     52.1718   1600.0000    167.0000      0.0000    124.0000     36.1870     24.9411   1529.9304      2.3166
   3144      2.4009     22.6651     52.1718   1600.0000    167.0000      0.0000    124.0000     36.1866     24.9410   1529.9324      2.3803
   3145      2.4399     22.6651     52.1727   1600.0000    167.0000      0.0000    124.0000     36.1873     24.9416   1529.9337      2.4190
   3146      2.5029     22.6651     52.1728   1600.0000    167.0000      0.0000    124.0000     36.1873     24.9419   1529.9348      2.4814
   3147      2.5411     22.6646     52.1724   1597.0000    166.0000      0.0000    110.0000     36.1875     24.9423   1529.9343      2.5193
   3148      2.6036     22.6646     52.1718   1597.0000    166.0000      0.0000    110.0000     36.1870     24.9422   1529.9348      2.5813
   3149      2.6415     22.6646     52.1715   1597.0000    166.0000      0.0000    110.0000     36.1867     24.9422   1529.9352      2.6189
   3150      2.6645     22.6646     52.1724   1597.0000    166.0000      0.0000    110.0000     36.1874     24.9429   1529.9364      2.6417
   3151      2.7178     22.6646     52.1726   1597.0000    166.0000      0.0000    110.0000     36.1876     24.9432   1529.9374      2.6945
   3152      2.7502     22.6646     52.1724   1597.0000    166.0000      0.0000    110.0000     36.1873     24.9431   1529.9377      2.7266
   3153      2.7698     22.6641     52.1722   1597.0000    166.0000      0.0000    110.0000     36.1876     24.9436   1529.9370      2.7460
   3154      2.7817     22.6641     52.1717   1597.0000    166.0000      0.0000    110.0000     36.1872     24.9433   1529.9368      2.7578
   3155      2.7889     22.6646     52.1722   1597.0000    166.0000      0.0000    110.0000     36.1872     24.9432   1529.9382      2.7650
   3156      2.7933     22.6646     52.1721   1597.0000    166.0000      0.0000    110.0000     36.1871     24.9432   1529.9381      2.7693
   3157      2.7566     22.6651     52.1716   1600.0000    167.0000      0.0000    121.0000     36.1864     24.9423   1529.9380      2.7329
   3158      2.7343     22.6656     52.1713   1600.0000    167.0000      0.0000    121.0000     36.1857     24.9416   1529.9382      2.7108
   3159      2.7208     22.6661     52.1708   1600.0000    167.0000      0.0000    121.0000     36.1849     24.9407   1529.9384      2.6975
   3160      2.7126     22.6661     52.1697   1600.0000    167.0000      0.0000    121.0000     36.1840     24.9400   1529.9373      2.6893
   3161      2.7077     22.6656     52.1694   1600.0000    167.0000      0.0000    121.0000     36.1842     24.9403   1529.9362      2.6844
   3162      2.7046     22.6651     52.1696   1583.0000    167.0000      0.0000    268.0000     36.1848     24.9409   1529.9354      2.6814
   3163      2.7028     22.6641     52.1697   1583.0000    167.0000      0.0000    268.0000     36.1857     24.9419   1529.9338      2.6796
   3164      2.6624     22.6631     52.1698   1583.0000    167.0000      0.0000    268.0000     36.1866     24.9426   1529.9316      2.6395
   3165      2.6378     22.6631     52.1710   1583.0000    167.0000      0.0000    268.0000     36.1876     24.9433   1529.9323      2.6152
   3166      2.5836     22.6626     52.1714   1583.0000    167.0000      0.0000    268.0000     36.1883     24.9437   1529.9308      2.5614
   3167      2.5507     22.6621     52.1712   1583.0000    167.0000      0.0000    268.0000     36.1886     24.9439   1529.9293      2.5288
   3168      2.5308     22.6621     52.1715   1583.0000    167.0000      0.0000    268.0000     36.1888     24.9440   1529.9292      2.5090
   3169      2.4793     22.6616     52.1720   1583.0000    167.0000      0.0000    268.0000     36.1897     24.9446   1529.9281      2.4580
   3170      2.4481     22.6616     52.1724   1583.0000    167.0000      0.0000    268.0000     36.1900     24.9447   1529.9279      2.4271
   3171      2.4292     22.6616     52.1738   1583.0000    167.0000      0.0000    268.0000     36.1911     24.9454   1529.9287      2.4083
   3172      2.3783     22.6616     52.1758   1584.0000    166.0000      0.0000    575.0000     36.1926     24.9464   1529.9296      2.3579
   3173      2.3082     22.6631     52.1778   1584.0000    166.0000      0.0000    575.0000     36.1930     24.9460   1529.9326      2.2884
   3174      2.2263     22.6646     52.1798   1584.0000    166.0000      0.0000    575.0000     36.1934     24.9454   1529.9355      2.2072
   3175      2.1766     22.6651     52.1810   1584.0000    166.0000      0.0000    575.0000     36.1939     24.9455   1529.9366      2.1579
   3176      2.1465     22.6666     52.1810   1584.0000    166.0000      0.0000    575.0000     36.1926     24.9440   1529.9385      2.1280
   3177      2.1282     22.6676     52.1806   1575.0000    167.0000      0.0000   1703.0000     36.1915     24.9427   1529.9396      2.1099
   3178      2.0777     22.6681     52.1799   1575.0000    167.0000      0.0000   1703.0000     36.1906     24.9417   1529.9390      2.0599
   3179      2.0078     22.6681     52.1791   1575.0000    167.0000      0.0000   1703.0000     36.1900     24.9409   1529.9371      1.9906
   3180      2.0047     22.6681     52.1787   1575.0000    167.0000      0.0000   1703.0000     36.1896     24.9406   1529.9366      1.9875
   3181      1.9635     22.6681     52.1788   1575.0000    167.0000      0.0000   1703.0000     36.1897     24.9405   1529.9362      1.9467
   3182      1.9385     22.6676     52.1788   1575.0000    167.0000      0.0000   1703.0000     36.1902     24.9409   1529.9349      1.9219
   3183      1.9234     22.6676     52.1789   1575.0000    167.0000      0.0000   1703.0000     36.1902     24.9409   1529.9347      1.9069
   3184      1.9142     22.6676     52.1793   1575.0000    167.0000      0.0000   1703.0000     36.1906     24.9411   1529.9349      1.8978
   3185      1.8693     22.6676     52.1795   1575.0000    167.0000      0.0000   1703.0000     36.1908     24.9411   1529.9344      1.8532
   3186      1.8813     22.6676     52.1793   1575.0000    167.0000      0.0000   1703.0000     36.1906     24.9410   1529.9344      1.8652
   3187      1.8887     22.6676     52.1787   1576.0000    168.0000      0.0000    537.0000     36.1901     24.9407   1529.9341      1.8725
   3188      1.8931     22.6681     52.1784   1576.0000    168.0000      0.0000    537.0000     36.1895     24.9401   1529.9347      1.8769
   3189      1.8958     22.6681     52.1782   1576.0000    168.0000      0.0000    537.0000     36.1893     24.9399   1529.9346      1.8796
   3190      1.8975     22.6686     52.1789   1576.0000    168.0000      0.0000    537.0000     36.1894     24.9399   1529.9360      1.8812
   3191      1.9378     22.6696     52.1809   1576.0000    168.0000      0.0000    537.0000     36.1901     24.9403   1529.9399      1.9212
   3192      1.9623     22.6706     52.1825   1584.0000    167.0000      0.0000    685.0000     36.1905     24.9404   1529.9434      1.9455
   3193      1.9771     22.6716     52.1834   1584.0000    167.0000      0.0000    685.0000     36.1905     24.9402   1529.9462      1.9602
   3194      2.0255     22.6726     52.1836   1584.0000    167.0000      0.0000    685.0000     36.1898     24.9395   1529.9487      2.0081
   3195      2.0154     22.6731     52.1849   1584.0000    167.0000      0.0000    685.0000     36.1904     24.9398   1529.9506      1.9982
   3196      2.0487     22.6741     52.1857   1584.0000    167.0000      0.0000    685.0000     36.1901     24.9395   1529.9534      2.0311
   3197      2.1082     22.6746     52.1862   1584.0000    167.0000      0.0000    685.0000     36.1901     24.9396   1529.9556      2.0902
   3198      2.1443     22.6751     52.1861   1584.0000    167.0000      0.0000    685.0000     36.1896     24.9392   1529.9569      2.1260
   3199      2.1662     22.6751     52.1852   1584.0000    167.0000      0.0000    685.0000     36.1889     24.9388   1529.9565      2.1477
   3200      2.1795     22.6746     52.1839   1584.0000    167.0000      0.0000    685.0000     36.1883     24.9385   1529.9548      2.1608
   3201      2.1876     22.6736     52.1816   1584.0000    167.0000      0.0000    685.0000     36.1873     24.9381   1529.9513      2.1688
   3202      2.2318     22.6721     52.1793   1582.0000    167.0000      0.0000    266.0000     36.1868     24.9383   1529.9476      2.2127
   3203      2.2586     22.6701     52.1776   1582.0000    167.0000      0.0000    266.0000     36.1870     24.9392   1529.9432      2.2393
   3204      2.3143     22.6676     52.1765   1582.0000    167.0000      0.0000    266.0000     36.1883     24.9411   1529.9391      2.2944
   3205      2.3480     22.6671     52.1759   1582.0000    167.0000      0.0000    266.0000     36.1882     24.9413   1529.9384      2.3279
   3206      2.4078     22.6666     52.1755   1582.0000    167.0000      0.0000    266.0000     36.1883     24.9418   1529.9381      2.3872
   3207      2.4441     22.6661     52.1749   1580.0000    167.0000      0.0000    116.0000     36.1882     24.9420   1529.9374      2.4231
   3208      2.4661     22.6661     52.1741   1580.0000    167.0000      0.0000    116.0000     36.1876     24.9417   1529.9370      2.4449
   3209      2.4794     22.6656     52.1732   1580.0000    167.0000      0.0000    116.0000     36.1873     24.9417   1529.9357      2.4582
   3210      2.4875     22.6656     52.1735   1580.0000    167.0000      0.0000    116.0000     36.1875     24.9418   1529.9360      2.4662
   3211      2.4924     22.6656     52.1737   1580.0000    167.0000      0.0000    116.0000     36.1876     24.9420   1529.9363      2.4711
   3212      2.4954     22.6651     52.1738   1580.0000    167.0000      0.0000    116.0000     36.1881     24.9425   1529.9355      2.4740
   3213      2.5366     22.6651     52.1738   1580.0000    167.0000      0.0000    116.0000     36.1882     24.9427   1529.9363      2.5148
   3214      2.5615     22.6651     52.1735   1580.0000    167.0000      0.0000    116.0000     36.1879     24.9426   1529.9364      2.5395
   3215      2.5767     22.6646     52.1752   1580.0000    167.0000      0.0000    116.0000     36.1896     24.9441   1529.9374      2.5546
   3216      2.5858     22.6646     52.1763   1580.0000    167.0000      0.0000    116.0000     36.1905     24.9448   1529.9384      2.5637
   3217      2.6308     22.6646     52.1773   1582.0000    167.0000      0.0000    120.0000     36.1913     24.9456   1529.9401      2.6082
   3218      2.6580     22.6651     52.1779   1582.0000    167.0000      0.0000    120.0000     36.1913     24.9456   1529.9418      2.6352
   3219      2.6352     22.6661     52.1783   1582.0000    167.0000      0.0000    120.0000     36.1908     24.9448   1529.9435      2.6126
   3220      2.5820     22.6666     52.1793   1582.0000    167.0000      0.0000    120.0000     36.1912     24.9448   1529.9442      2.5598
   3221      2.5891     22.6666     52.1796   1582.0000    167.0000      0.0000    120.0000     36.1914     24.9449   1529.9446      2.5669
   3222      2.6327     22.6666     52.1797   1583.0000    167.0000      0.0000    128.0000     36.1915     24.9452   1529.9454      2.6101
   3223      2.6198     22.6666     52.1802   1583.0000    167.0000      0.0000    128.0000     36.1918     24.9454   1529.9456      2.5974
   3224      2.5727     22.6671     52.1809   1583.0000    167.0000      0.0000    128.0000     36.1920     24.9452   1529.9463      2.5506
   3225      2.5441     22.6671     52.1821   1583.0000    167.0000      0.0000    128.0000     36.1929     24.9458   1529.9468      2.5223
   3226      2.5267     22.6671     52.1840   1583.0000    167.0000      0.0000    128.0000     36.1944     24.9468   1529.9481      2.5051
   3227      2.5162     22.6676     52.1855   1583.0000    167.0000      0.0000    128.0000     36.1952     24.9473   1529.9501      2.4946
   3228      2.4705     22.6681     52.1869   1583.0000    167.0000      0.0000    128.0000     36.1959     24.9474   1529.9513      2.4493
   3229      2.4428     22.6691     52.1873   1583.0000    167.0000      0.0000    128.0000     36.1954     24.9466   1529.9529      2.4218
   3230      2.4259     22.6696     52.1879   1583.0000    167.0000      0.0000    128.0000     36.1955     24.9465   1529.9540      2.4051
   3231      2.4157     22.6711     52.1883   1583.0000    167.0000      0.0000    128.0000     36.1945     24.9453   1529.9567      2.3950
   3232      2.4095     22.6721     52.1882   1583.0000    168.0000      0.0000    148.0000     36.1936     24.9443   1529.9581      2.3889
   3233      2.3664     22.6726     52.1873   1583.0000    168.0000      0.0000    148.0000     36.1925     24.9431   1529.9574      2.3461
   3234      2.3403     22.6731     52.1852   1583.0000    168.0000      0.0000    148.0000     36.1904     24.9413   1529.9561      2.3202
   3235      2.3244     22.6726     52.1843   1583.0000    168.0000      0.0000    148.0000     36.1902     24.9412   1529.9542      2.3045
   3236      2.3148     22.6721     52.1833   1583.0000    168.0000      0.0000    148.0000     36.1899     24.9410   1529.9524      2.2950
   3237      2.2696     22.6716     52.1824   1582.0000    167.0000      0.0000    214.0000     36.1895     24.9407   1529.9501      2.2502
   3238      2.2422     22.6711     52.1818   1582.0000    167.0000      0.0000    214.0000     36.1895     24.9407   1529.9482      2.2230
   3239      2.2256     22.6706     52.1811   1582.0000    167.0000      0.0000    214.0000     36.1894     24.9407   1529.9465      2.2065
   3240      2.2155     22.6701     52.1818   1582.0000    167.0000      0.0000    214.0000     36.1903     24.9415   1529.9462      2.1965
   3241      2.2094     22.6701     52.1826   1582.0000    167.0000      0.0000    214.0000     36.1910     24.9420   1529.9468      2.1905
   3242      2.2057     22.6701     52.1835   1582.0000    167.0000      0.0000    214.0000     36.1917     24.9425   1529.9475      2.1868
   3243      2.1641     22.6701     52.1849   1582.0000    167.0000      0.0000    214.0000     36.1927     24.9431   1529.9479      2.1456
   3244      2.1389     22.6701     52.1865   1582.0000    167.0000      0.0000    214.0000     36.1940     24.9440   1529.9489      2.1205
   3245      2.1236     22.6706     52.1886   1582.0000    167.0000      0.0000    214.0000     36.1953     24.9447   1529.9513      2.1054
   3246      2.1143     22.6706     52.1907   1582.0000    167.0000      0.0000    214.0000     36.1969     24.9459   1529.9529      2.0962
   3247      2.1087     22.6721     52.1924   1577.0000    167.0000      0.0000    138.0000     36.1970     24.9455   1529.9568      2.0906
   3248      2.1053     22.6741     52.1938   1577.0000    167.0000      0.0000    138.0000     36.1964     24.9445   1529.9612      2.0872
   3249      2.1032     22.6766     52.1946   1577.0000    167.0000      0.0000    138.0000     36.1950     24.9427   1529.9661      2.0852
   3250      2.1019     22.6776     52.1955   1577.0000    167.0000      0.0000    138.0000     36.1949     24.9423   1529.9684      2.0839
   3251      2.0618     22.6786     52.1964   1577.0000    167.0000      0.0000    138.0000     36.1948     24.9418   1529.9702      2.0441
   3252      2.0375     22.6791     52.1970   1568.0000    167.0000      0.0000    343.0000     36.1948     24.9416   1529.9712      2.0200
   3253      2.0227     22.6801     52.1970   1568.0000    167.0000      0.0000    343.0000     36.1940     24.9406   1529.9725      2.0054
   3254      2.0138     22.6806     52.1966   1568.0000    167.0000      0.0000    343.0000     36.1932     24.9398   1529.9729      1.9965
   3255      2.0477     22.6816     52.1971   1568.0000    167.0000      0.0000    343.0000     36.1928     24.9394   1529.9755      2.0301
   3256      2.0289     22.6826     52.1970   1568.0000    167.0000      0.0000    343.0000     36.1919     24.9383   1529.9768      2.0115
   3257      1.9782     22.6831     52.1966   1568.0000    167.0000      0.0000    343.0000     36.1912     24.9374   1529.9764      1.9612
   3258      1.9474     22.6831     52.1955   1568.0000    167.0000      0.0000    343.0000     36.1904     24.9367   1529.9750      1.9307
   3259      1.9288     22.6831     52.1945   1568.0000    167.0000      0.0000    343.0000     36.1896     24.9360   1529.9739      1.9122
   3260      1.9568     22.6831     52.1935   1568.0000    167.0000      0.0000    343.0000     36.1888     24.9355   1529.9734      1.9400
   3261      1.9344     22.6821     52.1917   1568.0000    167.0000      0.0000    343.0000     36.1882     24.9352   1529.9698      1.9179
   3262      1.9209     22.6806     52.1898   1567.0000    167.0000      0.0000    241.0000     36.1880     24.9355   1529.9656      1.9044
   3263      1.9520     22.6786     52.1879   1567.0000    167.0000      0.0000    241.0000     36.1881     24.9363   1529.9611      1.9353
   3264      1.9709     22.6766     52.1863   1567.0000    167.0000      0.0000    241.0000     36.1886     24.9373   1529.9568      1.9540
   3265      1.9823     22.6761     52.1866   1567.0000    167.0000      0.0000    241.0000     36.1892     24.9379   1529.9563      1.9653
   3266      2.0286     22.6756     52.1863   1567.0000    167.0000      0.0000    241.0000     36.1894     24.9384   1529.9561      2.0112
   3267      2.0567     22.6756     52.1858   1574.0000    167.0000      0.0000    445.0000     36.1889     24.9382   1529.9561      2.0391
   3268      2.1131     22.6751     52.1854   1574.0000    167.0000      0.0000    445.0000     36.1891     24.9387   1529.9558      2.0950
   3269      2.1473     22.6751     52.1848   1574.0000    167.0000      0.0000    445.0000     36.1886     24.9385   1529.9559      2.1289
   3270      2.2074     22.6746     52.1856   1574.0000    167.0000      0.0000    445.0000     36.1896     24.9397   1529.9568      2.1884
   3271      2.2045     22.6746     52.1861   1574.0000    167.0000      0.0000    445.0000     36.1900     24.9399   1529.9572      2.1856
   3272      2.2027     22.6746     52.1864   1574.0000    167.0000      0.0000    445.0000     36.1902     24.9401   1529.9574      2.1838
   3273      2.2410     22.6746     52.1862   1574.0000    167.0000      0.0000    445.0000     36.1901     24.9401   1529.9578      2.2218
   3274      2.2642     22.6746     52.1865   1574.0000    167.0000      0.0000    445.0000     36.1903     24.9404   1529.9584      2.2448
   3275      2.3176     22.6741     52.1859   1574.0000    167.0000      0.0000    445.0000     36.1902     24.9407   1529.9579      2.2978
   3276      2.3500     22.6736     52.1843   1574.0000    167.0000      0.0000    445.0000     36.1894     24.9404   1529.9563      2.3299
   3277      2.4090     22.6726     52.1826   1561.0000    168.0000      0.0000    193.0000     36.1888     24.9405   1529.9541      2.3884
   3278      2.4448     22.6716     52.1811   1561.0000    168.0000      0.0000    193.0000     36.1885     24.9407   1529.9518      2.4239
