FSIPost
Falmouth Scientific, Inc.
1140 Route 28A, PO Box 315
Cataumet, MA 02534-0315 U.S.A.
Phone: (508) 564 - 7640
FAX:   (508) 564 - 7643

Calibrated Data Text File: C:\deproas_meso\d2_7052.txt

    SCANS     PRES        TEMP        COND        OXCU        OXTM        FLUO        OBS        SAL*        DEN*        SV*        DEPTH*   
    933      0.6277     23.0225     53.2850   1389.0000    164.0000      0.0000   1514.0000     36.7565     25.2626   1531.4381      0.6223
    934      0.5774     23.0225     53.2845   1389.0000    164.0000      0.0000   1514.0000     36.7561     25.2621   1531.4369      0.5725
    935      0.5470     23.0230     53.2845   1389.0000    165.0000      0.0000    867.0000     36.7557     25.2616   1531.4373      0.5423
    936      0.5285     23.0230     53.2849   1389.0000    165.0000      0.0000    867.0000     36.7560     25.2617   1531.4373      0.5240
    937      0.4779     23.0235     53.2860   1389.0000    165.0000      0.0000    867.0000     36.7564     25.2617   1531.4381      0.4738
    938      0.4473     23.0240     53.2847   1389.0000    165.0000      0.0000    867.0000     36.7550     25.2603   1531.4373      0.4434
    939      0.4287     23.0250     53.2815   1389.0000    165.0000      0.0000    867.0000     36.7517     25.2574   1531.4359      0.4250
    940      0.4174     23.0260     53.2780   1389.0000    165.0000      0.0000    867.0000     36.7482     25.2544   1531.4343      0.4138
    941      0.3712     23.0260     53.2755   1389.0000    165.0000      0.0000    867.0000     36.7462     25.2527   1531.4315      0.3680
    942      0.3038     23.0260     53.2743   1389.0000    165.0000      0.0000    867.0000     36.7454     25.2518   1531.4294      0.3012
    943      0.3023     23.0255     53.2685   1389.0000    165.0000      0.0000    867.0000     36.7413     25.2488   1531.4237      0.2997
    944      0.2621     23.0245     53.2540   1389.0000    165.0000      0.0000    867.0000     36.7308     25.2410   1531.4091      0.2598
    945      0.2770     23.0250     53.2440   1373.0000    165.0000      0.0000    511.0000     36.7226     25.2347   1531.4016      0.2746
    946      0.3254     23.0270     53.2462   1373.0000    165.0000      0.0000    511.0000     36.7227     25.2344   1531.4075      0.3226
    947      0.4334     23.0305     53.2652   1373.0000    165.0000      0.0000    511.0000     36.7345     25.2428   1531.4310      0.4297
    948      0.5777     23.0325     53.2748   1373.0000    165.0000      0.0000    511.0000     36.7402     25.2472   1531.4448      0.5727
    949      0.6652     23.0340     53.2842   1373.0000    165.0000      0.0000    511.0000     36.7462     25.2516   1531.4567      0.6594
    950      0.7576     23.0350     53.2918   1375.0000    165.0000      0.0000    324.0000     36.7512     25.2556   1531.4662      0.7511
    951      0.8136     23.0365     53.2965   1375.0000    165.0000      0.0000    324.0000     36.7536     25.2572   1531.4735      0.8066
    952      0.8869     23.0380     53.2977   1375.0000    165.0000      0.0000    324.0000     36.7532     25.2568   1531.4781      0.8793
    953      0.9314     23.0390     53.2988   1375.0000    165.0000      0.0000    324.0000     36.7533     25.2567   1531.4816      0.9234
    954      0.9978     23.0395     53.2999   1375.0000    165.0000      0.0000    324.0000     36.7537     25.2572   1531.4844      0.9892
    955      1.0380     23.0400     53.3006   1375.0000    165.0000      0.0000    324.0000     36.7538     25.2573   1531.4863      1.0291
    956      1.0624     23.0405     53.3010   1375.0000    165.0000      0.0000    324.0000     36.7536     25.2571   1531.4879      1.0533
    957      1.0772     23.0415     53.3008   1375.0000    165.0000      0.0000    324.0000     36.7527     25.2562   1531.4896      1.0679
    958      1.1255     23.0420     53.3007   1375.0000    165.0000      0.0000    324.0000     36.7522     25.2559   1531.4912      1.1159
    959      1.1942     23.0425     53.3003   1375.0000    165.0000      0.0000    324.0000     36.7514     25.2554   1531.4927      1.1839
    960      1.2752     23.0430     53.3000   1379.0000    164.0000      0.0000     86.0000     36.7507     25.2551   1531.4946      1.2642
    961      1.3636     23.0435     53.3002   1379.0000    164.0000      0.0000     86.0000     36.7505     25.2551   1531.4971      1.3519
    962      1.4960     23.0440     53.3012   1379.0000    164.0000      0.0000     86.0000     36.7507     25.2558   1531.5009      1.4831
    963      1.6156     23.0440     53.3017   1379.0000    164.0000      0.0000     86.0000     36.7511     25.2566   1531.5033      1.6017
    964      1.6882     23.0445     53.3029   1379.0000    164.0000      0.0000     86.0000     36.7515     25.2571   1531.5062      1.6737
    965      1.7322     23.0445     53.3035   1381.0000    165.0000      0.0000    100.0000     36.7521     25.2577   1531.5074      1.7173
    966      1.7589     23.0445     53.3040   1381.0000    165.0000      0.0000    100.0000     36.7524     25.2580   1531.5083      1.7438
    967      1.8144     23.0445     53.3034   1381.0000    165.0000      0.0000    100.0000     36.7519     25.2579   1531.5088      1.7988
    968      1.8481     23.0445     53.3039   1381.0000    165.0000      0.0000    100.0000     36.7523     25.2583   1531.5096      1.8322
    969      1.8685     23.0445     53.3042   1381.0000    165.0000      0.0000    100.0000     36.7525     25.2586   1531.5103      1.8525
    970      1.8809     23.0440     53.3043   1381.0000    165.0000      0.0000    100.0000     36.7530     25.2592   1531.5098      1.8648
    971      1.8884     23.0440     53.3040   1381.0000    165.0000      0.0000    100.0000     36.7528     25.2591   1531.5096      1.8722
    972      1.9323     23.0435     53.3031   1381.0000    165.0000      0.0000    100.0000     36.7525     25.2591   1531.5088      1.9157
    973      1.9196     23.0425     53.3029   1381.0000    165.0000      0.0000    100.0000     36.7532     25.2599   1531.5068      1.9031
    974      1.9119     23.0420     53.3024   1381.0000    165.0000      0.0000    100.0000     36.7532     25.2600   1531.5054      1.8955
    975      1.9072     23.0410     53.3017   1376.0000    165.0000      0.0000     89.0000     36.7535     25.2605   1531.5032      1.8909
    976      1.9044     23.0395     53.3012   1376.0000    165.0000      0.0000     89.0000     36.7544     25.2616   1531.5002      1.8880
    977      1.9027     23.0380     53.3010   1376.0000    165.0000      0.0000     89.0000     36.7555     25.2629   1531.4977      1.8863
    978      1.8623     23.0380     53.3012   1376.0000    165.0000      0.0000     89.0000     36.7557     25.2629   1531.4972      1.8463
    979      1.8378     23.0375     53.2998   1376.0000    165.0000      0.0000     89.0000     36.7550     25.2624   1531.4948      1.8220
    980      1.8229     23.0375     53.2981   1363.0000    165.0000      0.0000     92.0000     36.7537     25.2613   1531.4930      1.8073
    981      1.8139     23.0370     53.2967   1363.0000    165.0000      0.0000     92.0000     36.7530     25.2609   1531.4910      1.7983
    982      1.7691     23.0365     53.2959   1363.0000    165.0000      0.0000     92.0000     36.7528     25.2607   1531.4886      1.7539
    983      1.7419     23.0360     53.2970   1363.0000    165.0000      0.0000     92.0000     36.7541     25.2617   1531.4883      1.7270
    984      1.7254     23.0365     53.2972   1363.0000    165.0000      0.0000     92.0000     36.7538     25.2613   1531.4891      1.7106
    985      1.7154     23.0365     53.2962   1363.0000    165.0000      0.0000     92.0000     36.7530     25.2607   1531.4880      1.7007
    986      1.6700     23.0360     53.2936   1363.0000    165.0000      0.0000     92.0000     36.7515     25.2594   1531.4843      1.6557
    987      1.6425     23.0360     53.2897   1363.0000    165.0000      0.0000     92.0000     36.7484     25.2570   1531.4805      1.6284
    988      1.6258     23.0355     53.2873   1363.0000    165.0000      0.0000     92.0000     36.7470     25.2560   1531.4774      1.6118
    989      1.6550     23.0350     53.2858   1363.0000    165.0000      0.0000     92.0000     36.7463     25.2557   1531.4758      1.6408
    990      1.6727     23.0340     53.2853   1361.0000    165.0000      0.0000    106.0000     36.7467     25.2564   1531.4741      1.6583
    991      1.6834     23.0335     53.2858   1361.0000    165.0000      0.0000    106.0000     36.7475     25.2572   1531.4739      1.6690
    992      1.7293     23.0325     53.2873   1361.0000    165.0000      0.0000    106.0000     36.7495     25.2592   1531.4742      1.7145
    993      1.7571     23.0330     53.2890   1361.0000    165.0000      0.0000    106.0000     36.7504     25.2598   1531.4769      1.7420
    994      1.7346     23.0330     53.2892   1361.0000    165.0000      0.0000    106.0000     36.7506     25.2599   1531.4768      1.7198
    995      1.7604     23.0330     53.2894   1366.0000    164.0000      0.0000     74.0000     36.7507     25.2601   1531.4773      1.7453
    996      1.7760     23.0330     53.2899   1366.0000    164.0000      0.0000     74.0000     36.7510     25.2604   1531.4780      1.7607
    997      1.8248     23.0330     53.2913   1366.0000    164.0000      0.0000     74.0000     36.7522     25.2615   1531.4801      1.8091
    998      1.8937     23.0335     53.2934   1366.0000    164.0000      0.0000     74.0000     36.7533     25.2625   1531.4838      1.8775
    999      1.9355     23.0340     53.2947   1366.0000    164.0000      0.0000     74.0000     36.7539     25.2630   1531.4863      1.9189
   1000      2.0002     23.0340     53.2954   1366.0000    164.0000      0.0000     74.0000     36.7545     25.2637   1531.4880      1.9831
   1001      2.0395     23.0345     53.2959   1366.0000    164.0000      0.0000     74.0000     36.7544     25.2637   1531.4899      2.0220
   1002      2.1026     23.0350     53.2966   1366.0000    164.0000      0.0000     74.0000     36.7545     25.2639   1531.4923      2.0846
   1003      2.1803     23.0360     53.2970   1366.0000    164.0000      0.0000     74.0000     36.7539     25.2635   1531.4955      2.1616
   1004      2.2667     23.0365     53.2976   1366.0000    164.0000      0.0000     74.0000     36.7540     25.2638   1531.4983      2.2473
   1005      2.3192     23.0375     53.2984   1366.0000    165.0000      0.0000    109.0000     36.7537     25.2635   1531.5015      2.2993
   1006      2.3903     23.0385     53.2996   1366.0000    165.0000      0.0000    109.0000     36.7538     25.2636   1531.5052      2.3698
   1007      2.5122     23.0400     53.3012   1366.0000    165.0000      0.0000    109.0000     36.7537     25.2636   1531.5110      2.4906
   1008      2.6254     23.0405     53.3021   1366.0000    165.0000      0.0000    109.0000     36.7540     25.2642   1531.5144      2.6029
   1009      2.6941     23.0410     53.3035   1366.0000    165.0000      0.0000    109.0000     36.7546     25.2648   1531.5176      2.6710
   1010      2.7358     23.0415     53.3047   1372.0000    165.0000      0.0000     86.0000     36.7551     25.2652   1531.5200      2.7123
   1011      2.8004     23.0415     53.3051   1372.0000    165.0000      0.0000     86.0000     36.7554     25.2657   1531.5214      2.7764
   1012      2.8396     23.0420     53.3041   1372.0000    165.0000      0.0000     86.0000     36.7542     25.2648   1531.5221      2.8152
   1013      2.8634     23.0420     53.3043   1372.0000    165.0000      0.0000     86.0000     36.7543     25.2650   1531.5226      2.8388
   1014      2.8778     23.0425     53.3048   1372.0000    165.0000      0.0000     86.0000     36.7543     25.2649   1531.5240      2.8531
   1015      2.9259     23.0425     53.3051   1372.0000    165.0000      0.0000     86.0000     36.7545     25.2653   1531.5251      2.9008
   1016      2.9157     23.0430     53.3053   1372.0000    165.0000      0.0000     86.0000     36.7543     25.2649   1531.5259      2.8907
   1017      2.9095     23.0430     53.3050   1372.0000    165.0000      0.0000     86.0000     36.7541     25.2647   1531.5256      2.8846
   1018      2.9451     23.0430     53.3049   1372.0000    165.0000      0.0000     86.0000     36.7539     25.2648   1531.5260      2.9199
   1019      2.9667     23.0435     53.3044   1372.0000    165.0000      0.0000     86.0000     36.7531     25.2641   1531.5267      2.9413
   1020      2.9798     23.0430     53.3037   1361.0000    165.0000      0.0000    106.0000     36.7530     25.2642   1531.5256      2.9542
   1021      2.9484     23.0420     53.3025   1361.0000    165.0000      0.0000    106.0000     36.7529     25.2643   1531.5225      2.9231
   1022      2.9294     23.0410     53.3009   1361.0000    165.0000      0.0000    106.0000     36.7525     25.2642   1531.5192      2.9042
   1023      2.8785     23.0390     53.3012   1361.0000    165.0000      0.0000    106.0000     36.7544     25.2660   1531.5154      2.8538
   1024      2.8869     23.0380     53.3006   1361.0000    165.0000      0.0000    106.0000     36.7548     25.2666   1531.5133      2.8622
   1025      2.8921     23.0375     53.3002   1359.0000    165.0000      0.0000     97.0000     36.7549     25.2669   1531.5123      2.8673
   1026      2.8558     23.0370     53.2999   1359.0000    165.0000      0.0000     97.0000     36.7552     25.2671   1531.5107      2.8313
   1027      2.8339     23.0370     53.3002   1359.0000    165.0000      0.0000     97.0000     36.7554     25.2671   1531.5106      2.8096
   1028      2.7812     23.0370     53.3004   1359.0000    165.0000      0.0000     97.0000     36.7555     25.2670   1531.5099      2.7573
   1029      2.7492     23.0370     53.3008   1359.0000    165.0000      0.0000     97.0000     36.7559     25.2672   1531.5098      2.7257
   1030      2.6905     23.0370     53.3015   1359.0000    165.0000      0.0000     97.0000     36.7564     25.2673   1531.5094      2.6674
   1031      2.6549     23.0370     53.3016   1359.0000    165.0000      0.0000     97.0000     36.7565     25.2672   1531.5088      2.6321
   1032      2.5940     23.0370     53.3012   1359.0000    165.0000      0.0000     97.0000     36.7562     25.2667   1531.5074      2.5717
   1033      2.5570     23.0370     53.3021   1359.0000    165.0000      0.0000     97.0000     36.7570     25.2671   1531.5077      2.5351
   1034      2.5346     23.0370     53.3027   1359.0000    165.0000      0.0000     97.0000     36.7574     25.2674   1531.5078      2.5128
   1035      2.5210     23.0375     53.3031   1355.0000    165.0000      0.0000    100.0000     36.7573     25.2671   1531.5087      2.4993
   1036      2.5127     23.0375     53.3025   1355.0000    165.0000      0.0000    100.0000     36.7568     25.2667   1531.5081      2.4912
   1037      2.4684     23.0380     53.3006   1355.0000    165.0000      0.0000    100.0000     36.7549     25.2649   1531.5065      2.4472
   1038      2.4021     23.0375     53.2990   1355.0000    165.0000      0.0000    100.0000     36.7542     25.2642   1531.5033      2.3815
   1039      2.3619     23.0370     53.2984   1355.0000    165.0000      0.0000    100.0000     36.7542     25.2642   1531.5013      2.3417
   1040      2.3376     23.0365     53.2961   1369.0000    165.0000      0.0000     85.0000     36.7528     25.2632   1531.4982      2.3175
   1041      2.3228     23.0360     53.2912   1369.0000    165.0000      0.0000     85.0000     36.7494     25.2607   1531.4929      2.3029
   1042      2.3138     23.0360     53.2827   1369.0000    165.0000      0.0000     85.0000     36.7428     25.2556   1531.4856      2.2940
   1043      2.2690     23.0355     53.2744   1369.0000    165.0000      0.0000     85.0000     36.7368     25.2510   1531.4769      2.2496
   1044      2.2419     23.0355     53.2670   1369.0000    165.0000      0.0000     85.0000     36.7310     25.2465   1531.4702      2.2226
   1045      2.2254     23.0355     53.2613   1369.0000    165.0000      0.0000     85.0000     36.7266     25.2431   1531.4651      2.2063
   1046      2.2154     23.0355     53.2579   1369.0000    165.0000      0.0000     85.0000     36.7240     25.2411   1531.4620      2.1964
   1047      2.1700     23.0360     53.2570   1369.0000    165.0000      0.0000     85.0000     36.7229     25.2399   1531.4613      2.1514
   1048      2.1818     23.0360     53.2576   1369.0000    165.0000      0.0000     85.0000     36.7233     25.2403   1531.4620      2.1631
   1049      2.1890     23.0365     53.2596   1369.0000    165.0000      0.0000     85.0000     36.7244     25.2410   1531.4647      2.1702
   1050      2.2327     23.0370     53.2643   1369.0000    165.0000      0.0000    181.0000     36.7277     25.2435   1531.4702      2.2135
   1051      2.2592     23.0375     53.2719   1369.0000    165.0000      0.0000    181.0000     36.7331     25.2476   1531.4779      2.2398
   1052      2.3146     23.0385     53.2828   1369.0000    165.0000      0.0000    181.0000     36.7408     25.2534   1531.4897      2.2947
   1053      2.3482     23.0385     53.2886   1369.0000    165.0000      0.0000    181.0000     36.7453     25.2569   1531.4952      2.3280
   1054      2.3686     23.0380     53.2921   1369.0000    165.0000      0.0000    181.0000     36.7484     25.2596   1531.4977      2.3483
   1055      2.3809     23.0380     53.2943   1351.0000    165.0000      0.0000    198.0000     36.7501     25.2609   1531.4998      2.3605
   1056      2.4278     23.0380     53.2960   1351.0000    165.0000      0.0000    198.0000     36.7514     25.2621   1531.5020      2.4070
   1057      2.4562     23.0380     53.2974   1351.0000    165.0000      0.0000    198.0000     36.7525     25.2630   1531.5037      2.4351
   1058      2.4341     23.0385     53.2994   1351.0000    165.0000      0.0000    198.0000     36.7537     25.2637   1531.5059      2.4132
   1059      2.4994     23.0385     53.3003   1351.0000    165.0000      0.0000    198.0000     36.7543     25.2644   1531.5076      2.4779
   1060      2.5390     23.0390     53.3012   1351.0000    165.0000      0.0000    198.0000     36.7546     25.2647   1531.5098      2.5172
   1061      2.6023     23.0390     53.3017   1351.0000    165.0000      0.0000    198.0000     36.7550     25.2652   1531.5114      2.5800
   1062      2.6408     23.0390     53.3029   1351.0000    165.0000      0.0000    198.0000     36.7558     25.2661   1531.5129      2.6181
   1063      2.6641     23.0400     53.3039   1351.0000    165.0000      0.0000    198.0000     36.7558     25.2659   1531.5159      2.6412
   1064      2.6782     23.0405     53.3046   1351.0000    165.0000      0.0000    198.0000     36.7559     25.2658   1531.5175      2.6552
   1065      2.7261     23.0405     53.3046   1354.0000    166.0000      0.0000    108.0000     36.7559     25.2660   1531.5182      2.7027
   1066      2.7552     23.0400     53.3038   1354.0000    166.0000      0.0000    108.0000     36.7557     25.2661   1531.5172      2.7316
   1067      2.8122     23.0390     53.3018   1354.0000    166.0000      0.0000    108.0000     36.7549     25.2661   1531.5148      2.7880
   1068      2.8467     23.0385     53.3001   1354.0000    166.0000      0.0000    108.0000     36.7540     25.2657   1531.5132      2.8223
   1069      2.9070     23.0375     53.2987   1354.0000    166.0000      0.0000    108.0000     36.7538     25.2661   1531.5114      2.8821
   1070      2.9436     23.0370     53.2971   1358.0000    165.0000      0.0000    308.0000     36.7529     25.2657   1531.5098      2.9184
   1071      2.9658     23.0360     53.2957   1358.0000    165.0000      0.0000    308.0000     36.7527     25.2659   1531.5073      2.9404
   1072      2.9793     23.0355     53.2945   1358.0000    165.0000      0.0000    308.0000     36.7521     25.2657   1531.5056      2.9537
   1073      2.9874     23.0350     53.2945   1358.0000    165.0000      0.0000    308.0000     36.7526     25.2663   1531.5050      2.9618
   1074      3.0317     23.0350     53.2946   1358.0000    165.0000      0.0000    308.0000     36.7526     25.2664   1531.5057      3.0057
   1075      3.0586     23.0345     53.2946   1358.0000    165.0000      0.0000    308.0000     36.7530     25.2670   1531.5054      3.0323
   1076      3.0355     23.0345     53.2946   1358.0000    165.0000      0.0000    308.0000     36.7530     25.2669   1531.5050      3.0095
   1077      3.0216     23.0345     53.2946   1358.0000    165.0000      0.0000    308.0000     36.7530     25.2669   1531.5048      2.9956
   1078      3.0524     23.0340     53.2946   1358.0000    165.0000      0.0000    308.0000     36.7534     25.2675   1531.5045      3.0262
   1079      2.9924     23.0340     53.2950   1358.0000    165.0000      0.0000    308.0000     36.7538     25.2675   1531.5039      2.9668
   1080      2.9561     23.0335     53.2952   1352.0000    165.0000      0.0000    224.0000     36.7544     25.2679   1531.5027      2.9307
   1081      2.9340     23.0335     53.2958   1352.0000    165.0000      0.0000    224.0000     36.7548     25.2682   1531.5028      2.9088
   1082      2.9206     23.0330     53.2961   1352.0000    165.0000      0.0000    224.0000     36.7555     25.2688   1531.5021      2.8956
   1083      2.8732     23.0330     53.2967   1352.0000    165.0000      0.0000    224.0000     36.7560     25.2689   1531.5017      2.8485
   1084      2.8050     23.0330     53.2974   1352.0000    165.0000      0.0000    224.0000     36.7566     25.2691   1531.5013      2.7810
   1085      2.7637     23.0335     53.2979   1359.0000    165.0000      0.0000     82.0000     36.7565     25.2687   1531.5018      2.7400
   1086      2.7386     23.0340     53.2982   1359.0000    165.0000      0.0000     82.0000     36.7563     25.2683   1531.5024      2.7151
   1087      2.7234     23.0345     53.2983   1359.0000    165.0000      0.0000     82.0000     36.7560     25.2679   1531.5032      2.7001
   1088      2.7142     23.0345     53.2992   1359.0000    165.0000      0.0000     82.0000     36.7567     25.2684   1531.5038      2.6909
   1089      2.7086     23.0350     53.3002   1359.0000    165.0000      0.0000     82.0000     36.7570     25.2684   1531.5052      2.6854
   1090      2.7052     23.0355     53.3007   1359.0000    165.0000      0.0000     82.0000     36.7571     25.2683   1531.5065      2.6820
   1091      2.7032     23.0360     53.3011   1359.0000    165.0000      0.0000     82.0000     36.7569     25.2680   1531.5076      2.6800
   1092      2.6626     23.0365     53.3013   1359.0000    165.0000      0.0000     82.0000     36.7567     25.2675   1531.5078      2.6397
   1093      2.6380     23.0375     53.3018   1359.0000    165.0000      0.0000     82.0000     36.7562     25.2668   1531.5095      2.6153
   1094      2.6230     23.0380     53.3021   1359.0000    165.0000      0.0000     82.0000     36.7561     25.2665   1531.5104      2.6005
   1095      2.5746     23.0385     53.3023   1354.0000    166.0000      0.0000     72.0000     36.7558     25.2659   1531.5105      2.5525
   1096      2.5453     23.0390     53.3024   1354.0000    166.0000      0.0000     72.0000     36.7555     25.2654   1531.5110      2.5234
   1097      2.4881     23.0395     53.3025   1354.0000    166.0000      0.0000     72.0000     36.7552     25.2647   1531.5109      2.4668
   1098      2.4534     23.0395     53.3025   1354.0000    166.0000      0.0000     72.0000     36.7552     25.2646   1531.5104      2.4324
   1099      2.4324     23.0395     53.3026   1354.0000    166.0000      0.0000     72.0000     36.7552     25.2646   1531.5100      2.4115
   1100      2.4197     23.0395     53.3026   1349.0000    165.0000      0.0000     90.0000     36.7552     25.2645   1531.5099      2.3989
   1101      2.4119     23.0395     53.3022   1349.0000    165.0000      0.0000     90.0000     36.7550     25.2643   1531.5094      2.3912
   1102      2.4072     23.0390     53.3012   1349.0000    165.0000      0.0000     90.0000     36.7546     25.2641   1531.5077      2.3866
   1103      2.4044     23.0390     53.3009   1349.0000    165.0000      0.0000     90.0000     36.7544     25.2640   1531.5074      2.3838
   1104      2.4027     23.0390     53.3008   1349.0000    165.0000      0.0000     90.0000     36.7543     25.2639   1531.5072      2.3820
   1105      2.4016     23.0395     53.3003   1349.0000    165.0000      0.0000     90.0000     36.7535     25.2631   1531.5077      2.3810
   1106      2.4010     23.0395     53.3000   1349.0000    165.0000      0.0000     90.0000     36.7533     25.2629   1531.5073      2.3804
   1107      2.3612     23.0395     53.2991   1349.0000    165.0000      0.0000     90.0000     36.7526     25.2622   1531.5059      2.3410
   1108      2.3371     23.0400     53.2989   1349.0000    165.0000      0.0000     90.0000     36.7520     25.2615   1531.5062      2.3171
   1109      2.2832     23.0400     53.2992   1349.0000    165.0000      0.0000     90.0000     36.7522     25.2615   1531.5055      2.2636
   1110      2.2505     23.0405     53.2993   1347.0000    165.0000      0.0000     74.0000     36.7520     25.2610   1531.5060      2.2311
   1111      2.2699     23.0405     53.2998   1347.0000    165.0000      0.0000     74.0000     36.7523     25.2614   1531.5067      2.2505
   1112      2.3211     23.0410     53.3001   1347.0000    165.0000      0.0000     74.0000     36.7521     25.2613   1531.5085      2.3012
   1113      2.3128     23.0415     53.3011   1347.0000    165.0000      0.0000     74.0000     36.7525     25.2614   1531.5101      2.2930
   1114      2.3471     23.0415     53.3021   1347.0000    165.0000      0.0000     74.0000     36.7532     25.2621   1531.5115      2.3270
   1115      2.3679     23.0420     53.3027   1359.0000    165.0000      0.0000    136.0000     36.7533     25.2621   1531.5131      2.3476
   1116      2.3805     23.0420     53.3026   1359.0000    165.0000      0.0000    136.0000     36.7532     25.2621   1531.5133      2.3601
   1117      2.3882     23.0420     53.3018   1359.0000    165.0000      0.0000    136.0000     36.7526     25.2616   1531.5127      2.3677
   1118      2.3928     23.0425     53.3025   1359.0000    165.0000      0.0000    136.0000     36.7527     25.2616   1531.5142      2.3723
   1119      2.3957     23.0425     53.3033   1359.0000    165.0000      0.0000    136.0000     36.7533     25.2621   1531.5149      2.3751
   1120      2.3974     23.0425     53.3038   1359.0000    165.0000      0.0000    136.0000     36.7537     25.2624   1531.5154      2.3768
   1121      2.3984     23.0425     53.3041   1359.0000    165.0000      0.0000    136.0000     36.7540     25.2626   1531.5156      2.3778
