FSIPost
Falmouth Scientific, Inc.
1140 Route 28A, PO Box 315
Cataumet, MA 02534-0315 U.S.A.
Phone: (508) 564 - 7640
FAX:   (508) 564 - 7643

Calibrated Data Text File: C:\deproas_meso\d2_7049.txt

    SCANS     PRES        TEMP        COND        OXCU        OXTM        FLUO        OBS        SAL*        DEN*        SV*        DEPTH*   
    800      2.9066     22.5916     51.4995   1875.0000    204.0000      0.0000    627.0000     35.7222     24.6116   1529.2426      2.8817
    801      2.9433     22.5916     51.4985   1875.0000    204.0000      0.0000    627.0000     35.7215     24.6111   1529.2423      2.9181
    802      2.9656     22.5911     51.4976   1875.0000    204.0000      0.0000    627.0000     35.7211     24.6111   1529.2411      2.9402
    803      2.9792     22.5911     51.4974   1870.0000    204.0000      0.0000    611.0000     35.7210     24.6110   1529.2411      2.9536
    804      3.0267     22.5911     51.4980   1870.0000    204.0000      0.0000    611.0000     35.7215     24.6116   1529.2424      3.0007
    805      3.0949     22.5916     51.5000   1870.0000    204.0000      0.0000    611.0000     35.7226     24.6126   1529.2461      3.0683
    806      3.1362     22.5911     51.4973   1870.0000    204.0000      0.0000    611.0000     35.7208     24.6116   1529.2435      3.1093
    807      3.2007     22.5891     51.4944   1870.0000    204.0000      0.0000    611.0000     35.7202     24.6120   1529.2389      3.1732
    808      3.2791     22.5871     51.4915   1872.0000    205.0000      0.0000    616.0000     35.7196     24.6124   1529.2343      3.2510
    809      3.3267     22.5851     51.4882   1872.0000    205.0000      0.0000    616.0000     35.7186     24.6125   1529.2289      3.2981
    810      3.3555     22.5831     51.4842   1872.0000    205.0000      0.0000    616.0000     35.7171     24.6120   1529.2225      3.3267
    811      3.3730     22.5806     51.4834   1872.0000    205.0000      0.0000    616.0000     35.7185     24.6139   1529.2180      3.3441
    812      3.4230     22.5791     51.4840   1872.0000    205.0000      0.0000    616.0000     35.7202     24.6158   1529.2168      3.3936
    813      3.4533     22.5781     51.4848   1872.0000    205.0000      0.0000    616.0000     35.7217     24.6174   1529.2163      3.4237
    814      3.5110     22.5771     51.4849   1872.0000    205.0000      0.0000    616.0000     35.7225     24.6186   1529.2157      3.4809
    815      3.5854     22.5771     51.4842   1872.0000    205.0000      0.0000    616.0000     35.7219     24.6184   1529.2163      3.5546
    816      3.6305     22.5761     51.4845   1872.0000    205.0000      0.0000    616.0000     35.7230     24.6197   1529.2157      3.5993
    817      3.6972     22.5756     51.4844   1872.0000    205.0000      0.0000    616.0000     35.7233     24.6203   1529.2157      3.6655
    818      3.7770     22.5746     51.4838   1863.0000    204.0000      0.0000    672.0000     35.7236     24.6213   1529.2150      3.7446
    819      3.8254     22.5736     51.4831   1863.0000    204.0000      0.0000    672.0000     35.7239     24.6220   1529.2135      3.7926
    820      3.8547     22.5721     51.4827   1863.0000    204.0000      0.0000    672.0000     35.7248     24.6232   1529.2111      3.8217
    821      3.9119     22.5706     51.4821   1863.0000    204.0000      0.0000    672.0000     35.7255     24.6244   1529.2089      3.8783
    822      3.9466     22.5691     51.4813   1863.0000    204.0000      0.0000    672.0000     35.7261     24.6254   1529.2063      3.9127
