FSIPost
Falmouth Scientific, Inc.
1140 Route 28A, PO Box 315
Cataumet, MA 02534-0315 U.S.A.
Phone: (508) 564 - 7640
FAX:   (508) 564 - 7643

Calibrated Data Text File: C:\deproas_meso\d2_7051.txt

    SCANS     PRES        TEMP        COND        OXCU        OXTM        FLUO        OBS        SAL*        DEN*        SV*        DEPTH*   
   4530      0.7961     22.9620     53.1026   1595.0000    161.0000      0.0000   7885.0000     36.6653     25.2117   1531.1877      0.7893
   4531      0.7583     22.9655     53.1066   1595.0000    161.0000      0.0000   7885.0000     36.6654     25.2106   1531.1960      0.7518
   4532      0.7354     22.9700     53.1101   1595.0000    161.0000      0.0000   7885.0000     36.6644     25.2085   1531.2061      0.7291
   4533      0.6821     22.9720     53.1123   1595.0000    161.0000      0.0000   7885.0000     36.6645     25.2077   1531.2103      0.6763
   4534      0.6891     22.9735     53.1128   1595.0000    161.0000      0.0000   7885.0000     36.6636     25.2066   1531.2133      0.6832
   4535      0.6934     22.9750     53.1128   1597.0000    161.0000      0.0000  16355.0000     36.6623     25.2052   1531.2157      0.6875
   4536      0.6960     22.9755     53.1131   1597.0000    161.0000      0.0000  16355.0000     36.6621     25.2050   1531.2168      0.6900
   4537      0.6582     22.9760     53.1141   1597.0000    161.0000      0.0000  16355.0000     36.6625     25.2050   1531.2179      0.6526
   4538      0.6353     22.9765     53.1147   1597.0000    161.0000      0.0000  16355.0000     36.6626     25.2048   1531.2189      0.6299
   4539      0.6214     22.9765     53.1131   1597.0000    161.0000      0.0000  16355.0000     36.6613     25.2038   1531.2173      0.6161
   4540      0.6130     22.9770     53.1117   1597.0000    161.0000      0.0000  16355.0000     36.6599     25.2025   1531.2168      0.6077
   4541      0.6079     22.9775     53.1121   1597.0000    161.0000      0.0000  16355.0000     36.6597     25.2022   1531.2178      0.6027
   4542      0.5654     22.9780     53.1147   1597.0000    161.0000      0.0000  16355.0000     36.6613     25.2031   1531.2201      0.5606
   4543      0.5397     22.9785     53.1202   1597.0000    161.0000      0.0000  16355.0000     36.6652     25.2057   1531.2252      0.5351
   4544      0.5241     22.9795     53.1247   1597.0000    161.0000      0.0000  16355.0000     36.6679     25.2074   1531.2303      0.5196
   4545      0.5146     22.9805     53.1278   1580.0000    161.0000      0.0000  16363.0000     36.6695     25.2083   1531.2345      0.5102
   4546      0.5089     22.9820     53.1301   1580.0000    161.0000      0.0000  16363.0000     36.6700     25.2082   1531.2388      0.5045
   4547      0.4660     22.9840     53.1311   1580.0000    161.0000      0.0000  16363.0000     36.6691     25.2068   1531.2422      0.4620
   4548      0.4794     22.9850     53.1317   1580.0000    161.0000      0.0000  16363.0000     36.6687     25.2063   1531.2445      0.4753
   4549      0.4875     22.9855     53.1317   1580.0000    161.0000      0.0000  16363.0000     36.6683     25.2059   1531.2455      0.4833
   4550      0.4924     22.9865     53.1309   1540.0000    160.0000      0.0000   6219.0000     36.6668     25.2045   1531.2465      0.4882
   4551      0.4954     22.9875     53.1296   1540.0000    160.0000      0.0000   6219.0000     36.6650     25.2028   1531.2471      0.4912
   4552      0.4972     22.9885     53.1276   1540.0000    160.0000      0.0000   6219.0000     36.6627     25.2007   1531.2471      0.4929
   4553      0.4983     22.9885     53.1269   1540.0000    160.0000      0.0000   6219.0000     36.6620     25.2003   1531.2465      0.4940
   4554      0.4990     22.9890     53.1252   1540.0000    160.0000      0.0000   6219.0000     36.6603     25.1988   1531.2458      0.4947
   4555      0.4994     22.9890     53.1238   1540.0000    160.0000      0.0000   6219.0000     36.6592     25.1980   1531.2446      0.4951
   4556      0.4996     22.9895     53.1230   1540.0000    160.0000      0.0000   6219.0000     36.6582     25.1970   1531.2448      0.4953
   4557      0.5391     22.9900     53.1232   1540.0000    160.0000      0.0000   6219.0000     36.6579     25.1969   1531.2465      0.5345
   4558      0.5631     22.9905     53.1261   1540.0000    160.0000      0.0000   6219.0000     36.6598     25.1983   1531.2501      0.5582
   4559      0.6169     22.9915     53.1299   1540.0000    160.0000      0.0000   6219.0000     36.6618     25.1998   1531.2557      0.6117
   4560      0.6890     22.9925     53.1329   1546.0000    161.0000      0.0000   3010.0000     36.6633     25.2009   1531.2612      0.6831
   4561      0.7327     22.9935     53.1352   1546.0000    161.0000      0.0000   3010.0000     36.6642     25.2015   1531.2654      0.7264
   4562      0.7985     22.9950     53.1361   1546.0000    161.0000      0.0000   3010.0000     36.6637     25.2010   1531.2698      0.7917
   4563      0.8384     22.9950     53.1367   1546.0000    161.0000      0.0000   3010.0000     36.6642     25.2015   1531.2709      0.8312
   4564      0.9020     22.9955     53.1387   1546.0000    161.0000      0.0000   3010.0000     36.6652     25.2024   1531.2744      0.8943
   4565      0.9406     22.9965     53.1402   1555.0000    160.0000      0.0000    381.0000     36.6656     25.2026   1531.2780      0.9325
   4566      1.0033     22.9970     53.1412   1555.0000    160.0000      0.0000    381.0000     36.6659     25.2029   1531.2806      0.9947
   4567      1.0413     22.9975     53.1410   1555.0000    160.0000      0.0000    381.0000     36.6653     25.2025   1531.2819      1.0324
   4568      1.0644     22.9985     53.1424   1555.0000    160.0000      0.0000    381.0000     36.6656     25.2025   1531.2852      1.0553
   4569      1.1178     22.9990     53.1433   1555.0000    160.0000      0.0000    381.0000     36.6658     25.2028   1531.2875      1.1082
   4570      1.1501     22.9990     53.1434   1555.0000    160.0000      0.0000    381.0000     36.6659     25.2030   1531.2882      1.1403
   4571      1.1697     22.9990     53.1427   1555.0000    160.0000      0.0000    381.0000     36.6654     25.2026   1531.2878      1.1597
   4572      1.1817     22.9990     53.1407   1555.0000    160.0000      0.0000    381.0000     36.6638     25.2015   1531.2864      1.1715
   4573      1.2282     22.9985     53.1387   1555.0000    160.0000      0.0000    381.0000     36.6626     25.2010   1531.2847      1.2177
   4574      1.2565     22.9980     53.1371   1555.0000    160.0000      0.0000    381.0000     36.6618     25.2006   1531.2830      1.2457
   4575      1.3129     22.9980     53.1357   1579.0000    160.0000      0.0000     91.0000     36.6607     25.2000   1531.2827      1.3017
   4576      1.3472     22.9975     53.1341   1579.0000    160.0000      0.0000     91.0000     36.6599     25.1997   1531.2810      1.3356
   4577      1.3680     22.9975     53.1324   1579.0000    160.0000      0.0000     91.0000     36.6585     25.1987   1531.2799      1.3562
   4578      1.3806     22.9975     53.1309   1579.0000    160.0000      0.0000     91.0000     36.6573     25.1979   1531.2788      1.3687
   4579      1.4276     22.9975     53.1308   1579.0000    160.0000      0.0000     91.0000     36.6572     25.1980   1531.2795      1.4153
   4580      1.4561     22.9970     53.1315   1614.0000    161.0000      0.0000    776.0000     36.6582     25.1990   1531.2798      1.4436
   4581      1.4734     22.9965     53.1327   1614.0000    161.0000      0.0000    776.0000     36.6596     25.2003   1531.2803      1.4607
   4582      1.4838     22.9955     53.1343   1614.0000    161.0000      0.0000    776.0000     36.6616     25.2022   1531.2802      1.4711
   4583      1.4115     22.9950     53.1372   1614.0000    161.0000      0.0000    776.0000     36.6643     25.2041   1531.2806      1.3994
   4584      1.4070     22.9950     53.1397   1614.0000    161.0000      0.0000    776.0000     36.6663     25.2055   1531.2827      1.3949
   4585      1.4042     22.9950     53.1417   1614.0000    161.0000      0.0000    776.0000     36.6678     25.2067   1531.2843      1.3922
   4586      1.4026     22.9955     53.1424   1614.0000    161.0000      0.0000    776.0000     36.6680     25.2067   1531.2858      1.3905
   4587      1.3622     22.9960     53.1421   1614.0000    161.0000      0.0000    776.0000     36.6673     25.2058   1531.2856      1.3505
   4588      1.2984     22.9960     53.1431   1614.0000    161.0000      0.0000    776.0000     36.6681     25.2062   1531.2855      1.2873
   4589      1.2597     22.9960     53.1433   1614.0000    161.0000      0.0000    776.0000     36.6683     25.2061   1531.2850      1.2489
   4590      1.2362     22.9960     53.1434   1633.0000    161.0000      0.0000   1864.0000     36.6684     25.2061   1531.2848      1.2256
   4591      1.1826     22.9960     53.1435   1633.0000    161.0000      0.0000   1864.0000     36.6685     25.2059   1531.2839      1.1725
   4592      1.1108     22.9955     53.1436   1633.0000    161.0000      0.0000   1864.0000     36.6690     25.2061   1531.2820      1.1012
   4593      1.0672     22.9955     53.1428   1633.0000    161.0000      0.0000   1864.0000     36.6684     25.2055   1531.2806      1.0580
   4594      1.0014     22.9950     53.1435   1633.0000    161.0000      0.0000   1864.0000     36.6694     25.2061   1531.2793      0.9928
   4595      0.9615     22.9945     53.1447   1646.0000    161.0000      0.0000   7352.0000     36.6708     25.2072   1531.2789      0.9533
   4596      0.8980     22.9945     53.1455   1646.0000    161.0000      0.0000   7352.0000     36.6714     25.2073   1531.2786      0.8903
   4597      0.8594     22.9950     53.1455   1646.0000    161.0000      0.0000   7352.0000     36.6710     25.2068   1531.2788      0.8520
   4598      0.8360     22.9955     53.1468   1646.0000    161.0000      0.0000   7352.0000     36.6715     25.2069   1531.2803      0.8289
   4599      0.7825     22.9960     53.1467   1646.0000    161.0000      0.0000   7352.0000     36.6711     25.2062   1531.2802      0.7758
   4600      0.7500     22.9960     53.1463   1646.0000    161.0000      0.0000   7352.0000     36.6708     25.2058   1531.2792      0.7436
   4601      0.7304     22.9965     53.1460   1646.0000    161.0000      0.0000   7352.0000     36.6702     25.2051   1531.2795      0.7241
   4602      0.6791     22.9965     53.1459   1646.0000    161.0000      0.0000   7352.0000     36.6701     25.2048   1531.2786      0.6732
   4603      0.6480     22.9965     53.1454   1646.0000    161.0000      0.0000   7352.0000     36.6697     25.2044   1531.2776      0.6424
   4604      0.6291     22.9965     53.1451   1646.0000    161.0000      0.0000   7352.0000     36.6695     25.2042   1531.2770      0.6237
   4605      0.5783     22.9965     53.1445   1657.0000    161.0000      0.0000   5490.0000     36.6690     25.2036   1531.2758      0.5733
   4606      0.5475     22.9960     53.1442   1657.0000    161.0000      0.0000   5490.0000     36.6692     25.2038   1531.2740      0.5428
   4607      0.4895     22.9955     53.1440   1657.0000    161.0000      0.0000   5490.0000     36.6695     25.2039   1531.2722      0.4853
   4608      0.4543     22.9955     53.1430   1657.0000    161.0000      0.0000   5490.0000     36.6688     25.2032   1531.2708      0.4504
   4609      0.4329     22.9955     53.1425   1657.0000    161.0000      0.0000   5490.0000     36.6684     25.2028   1531.2700      0.4292
   4610      0.3806     22.9955     53.1418   1669.0000    161.0000      0.0000  14093.0000     36.6678     25.2021   1531.2686      0.3774
   4611      0.3489     22.9950     53.1405   1669.0000    161.0000      0.0000  14093.0000     36.6673     25.2017   1531.2661      0.3459
   4612      0.3690     22.9945     53.1390   1669.0000    161.0000      0.0000  14093.0000     36.6665     25.2014   1531.2644      0.3658
   4613      0.3812     22.9950     53.1381   1669.0000    161.0000      0.0000  14093.0000     36.6654     25.2004   1531.2645      0.3779
   4614      0.3492     22.9945     53.1375   1669.0000    161.0000      0.0000  14093.0000     36.6653     25.2004   1531.2627      0.3463
   4615      0.3299     22.9940     53.1368   1669.0000    161.0000      0.0000  14093.0000     36.6652     25.2003   1531.2610      0.3270
   4616      0.3181     22.9940     53.1363   1669.0000    161.0000      0.0000  14093.0000     36.6649     25.2000   1531.2604      0.3154
   4617      0.3503     22.9935     53.1357   1669.0000    161.0000      0.0000  14093.0000     36.6647     25.2002   1531.2595      0.3473
   4618      0.4092     22.9935     53.1368   1669.0000    161.0000      0.0000  14093.0000     36.6656     25.2012   1531.2616      0.4057
   4619      0.4449     22.9935     53.1383   1669.0000    161.0000      0.0000  14093.0000     36.6668     25.2022   1531.2634      0.4411
   4620      0.4666     22.9935     53.1400   1668.0000    161.0000      0.0000   2823.0000     36.6681     25.2033   1531.2651      0.4626
   4621      0.5191     22.9945     53.1414   1668.0000    161.0000      0.0000   2823.0000     36.6684     25.2034   1531.2689      0.5146
   4622      0.5509     22.9960     53.1427   1668.0000    161.0000      0.0000   2823.0000     36.6681     25.2029   1531.2729      0.5462
   4623      0.6096     22.9965     53.1423   1668.0000    161.0000      0.0000   2823.0000     36.6673     25.2024   1531.2743      0.6044
   4624      0.6452     22.9955     53.1401   1668.0000    161.0000      0.0000   2823.0000     36.6664     25.2022   1531.2714      0.6396
   4625      0.6667     22.9945     53.1375   1670.0000    161.0000      0.0000   1872.0000     36.6653     25.2017   1531.2679      0.6610
   4626      0.6798     22.9935     53.1360   1670.0000    161.0000      0.0000   1872.0000     36.6649     25.2018   1531.2653      0.6740
   4627      0.7271     22.9920     53.1355   1670.0000    161.0000      0.0000   1872.0000     36.6657     25.2030   1531.2632      0.7209
   4628      0.7558     22.9915     53.1367   1670.0000    161.0000      0.0000   1872.0000     36.6671     25.2044   1531.2639      0.7493
   4629      0.8125     22.9915     53.1383   1670.0000    161.0000      0.0000   1872.0000     36.6683     25.2055   1531.2661      0.8056
   4630      0.8469     22.9915     53.1396   1670.0000    161.0000      0.0000   1872.0000     36.6693     25.2064   1531.2678      0.8397
   4631      0.8678     22.9925     53.1404   1670.0000    161.0000      0.0000   1872.0000     36.6691     25.2061   1531.2705      0.8604
   4632      0.8411     22.9930     53.1401   1670.0000    161.0000      0.0000   1872.0000     36.6684     25.2053   1531.2706      0.8339
   4633      0.8643     22.9935     53.1403   1670.0000    161.0000      0.0000   1872.0000     36.6682     25.2051   1531.2720      0.8569
   4634      0.8783     22.9940     53.1404   1670.0000    161.0000      0.0000   1872.0000     36.6679     25.2047   1531.2731      0.8708
   4635      0.8869     22.9940     53.1397   1674.0000    162.0000      0.0000   3424.0000     36.6673     25.2044   1531.2726      0.8793
   4636      0.8920     22.9940     53.1373   1674.0000    162.0000      0.0000   3424.0000     36.6654     25.2030   1531.2706      0.8844
   4637      0.8952     22.9940     53.1331   1674.0000    162.0000      0.0000   3424.0000     36.6622     25.2005   1531.2671      0.8875
   4638      0.8971     22.9925     53.1306   1674.0000    162.0000      0.0000   3424.0000     36.6614     25.2004   1531.2626      0.8894
   4639      0.8589     22.9905     53.1302   1674.0000    162.0000      0.0000   3424.0000     36.6628     25.2019   1531.2584      0.8515
   4640      0.8357     22.9890     53.1300   1661.0000    162.0000      0.0000   2605.0000     36.6639     25.2030   1531.2554      0.8285
   4641      0.8217     22.9875     53.1291   1661.0000    162.0000      0.0000   2605.0000     36.6645     25.2038   1531.2520      0.8146
   4642      0.8131     22.9865     53.1269   1661.0000    162.0000      0.0000   2605.0000     36.6637     25.2034   1531.2484      0.8062
   4643      0.7686     22.9855     53.1272   1661.0000    162.0000      0.0000   2605.0000     36.6647     25.2044   1531.2462      0.7620
   4644      0.7416     22.9840     53.1262   1661.0000    162.0000      0.0000   2605.0000     36.6652     25.2050   1531.2426      0.7353
   4645      0.7252     22.9830     53.1256   1661.0000    162.0000      0.0000   2605.0000     36.6656     25.2055   1531.2401      0.7190
   4646      0.7153     22.9815     53.1260   1661.0000    162.0000      0.0000   2605.0000     36.6671     25.2071   1531.2379      0.7092
   4647      0.6699     22.9805     53.1282   1661.0000    162.0000      0.0000   2605.0000     36.6697     25.2092   1531.2374      0.6642
   4648      0.6424     22.9800     53.1307   1661.0000    162.0000      0.0000   2605.0000     36.6721     25.2110   1531.2383      0.6369
   4649      0.6257     22.9800     53.1335   1661.0000    162.0000      0.0000   2605.0000     36.6742     25.2126   1531.2404      0.6204
   4650      0.5763     22.9805     53.1355   1666.0000    161.0000      0.0000   1532.0000     36.6754     25.2131   1531.2421      0.5713
   4651      0.5463     22.9820     53.1371   1666.0000    161.0000      0.0000   1532.0000     36.6754     25.2125   1531.2454      0.5416
   4652      0.4887     22.9840     53.1377   1666.0000    161.0000      0.0000   1532.0000     36.6743     25.2108   1531.2482      0.4845
   4653      0.4538     22.9845     53.1377   1666.0000    161.0000      0.0000   1532.0000     36.6738     25.2102   1531.2484      0.4499
   4654      0.4326     22.9850     53.1377   1666.0000    161.0000      0.0000   1532.0000     36.6734     25.2096   1531.2489      0.4289
   4655      0.4198     22.9855     53.1373   1674.0000    161.0000      0.0000   1935.0000     36.6727     25.2089   1531.2491      0.4162
   4656      0.4120     22.9860     53.1366   1674.0000    161.0000      0.0000   1935.0000     36.6718     25.2080   1531.2493      0.4085
   4657      0.4073     22.9865     53.1354   1674.0000    161.0000      0.0000   1935.0000     36.6704     25.2068   1531.2490      0.4038
   4658      0.4044     22.9865     53.1351   1674.0000    161.0000      0.0000   1935.0000     36.6702     25.2066   1531.2487      0.4009
   4659      0.4027     22.9860     53.1345   1674.0000    161.0000      0.0000   1935.0000     36.6701     25.2067   1531.2473      0.3992
   4660      0.4016     22.9865     53.1342   1674.0000    161.0000      0.0000   1935.0000     36.6694     25.2061   1531.2478      0.3982
   4661      0.4010     22.9865     53.1348   1674.0000    161.0000      0.0000   1935.0000     36.6699     25.2064   1531.2483      0.3975
   4662      0.4006     22.9875     53.1359   1674.0000    161.0000      0.0000   1935.0000     36.6699     25.2061   1531.2509      0.3972
   4663      0.4004     22.9880     53.1378   1674.0000    161.0000      0.0000   1935.0000     36.6710     25.2068   1531.2533      0.3969
   4664      0.4002     22.9885     53.1393   1674.0000    161.0000      0.0000   1935.0000     36.6717     25.2072   1531.2554      0.3968
   4665      0.4001     22.9900     53.1410   1671.0000    161.0000      0.0000   3849.0000     36.6718     25.2068   1531.2593      0.3967
   4666      0.4394     22.9915     53.1424   1671.0000    161.0000      0.0000   3849.0000     36.6717     25.2064   1531.2635      0.4357
   4667      0.5026     22.9935     53.1441   1671.0000    161.0000      0.0000   3849.0000     36.6712     25.2058   1531.2693      0.4983
   4668      0.5803     22.9940     53.1459   1671.0000    161.0000      0.0000   3849.0000     36.6722     25.2067   1531.2728      0.5753
   4669      0.6667     22.9945     53.1470   1671.0000    161.0000      0.0000   3849.0000     36.6726     25.2073   1531.2760      0.6610
   4670      0.7585     22.9950     53.1472   1676.0000    161.0000      0.0000    723.0000     36.6723     25.2073   1531.2786      0.7520
   4671      0.8142     22.9950     53.1470   1676.0000    161.0000      0.0000    723.0000     36.6721     25.2074   1531.2793      0.8072
   4672      0.8480     22.9955     53.1461   1676.0000    161.0000      0.0000    723.0000     36.6710     25.2066   1531.2798      0.8407
   4673      0.8684     22.9955     53.1463   1676.0000    161.0000      0.0000    723.0000     36.6712     25.2068   1531.2804      0.8610
   4674      0.8809     22.9960     53.1460   1676.0000    161.0000      0.0000    723.0000     36.6705     25.2062   1531.2811      0.8733
   4675      0.9277     22.9960     53.1455   1676.0000    161.0000      0.0000    723.0000     36.6701     25.2061   1531.2814      0.9198
   4676      0.9562     22.9960     53.1448   1676.0000    161.0000      0.0000    723.0000     36.6695     25.2058   1531.2812      0.9480
   4677      0.9734     22.9955     53.1443   1676.0000    161.0000      0.0000    723.0000     36.6696     25.2060   1531.2804      0.9651
   4678      1.0626     22.9955     53.1444   1676.0000    161.0000      0.0000    723.0000     36.6697     25.2065   1531.2820      1.0535
   4679      1.1166     22.9955     53.1441   1676.0000    161.0000      0.0000    723.0000     36.6694     25.2065   1531.2826      1.1071
   4680      1.1494     22.9950     53.1439   1677.0000    161.0000      0.0000    466.0000     36.6697     25.2070   1531.2821      1.1396
   4681      1.2087     22.9950     53.1434   1677.0000    161.0000      0.0000    466.0000     36.6692     25.2069   1531.2827      1.1983
   4682      1.2446     22.9945     53.1431   1677.0000    161.0000      0.0000    466.0000     36.6694     25.2073   1531.2822      1.2339
   4683      1.3058     22.9940     53.1425   1677.0000    161.0000      0.0000    466.0000     36.6693     25.2077   1531.2819      1.2946
   4684      1.3428     22.9935     53.1422   1677.0000    161.0000      0.0000    466.0000     36.6695     25.2081   1531.2814      1.3313
   4685      1.4047     22.9935     53.1420   1672.0000    160.0000      0.0000    239.0000     36.6693     25.2082   1531.2822      1.3926
   4686      1.4422     22.9935     53.1418   1672.0000    160.0000      0.0000    239.0000     36.6692     25.2083   1531.2827      1.4298
   4687      1.5043     22.9940     53.1418   1672.0000    160.0000      0.0000    239.0000     36.6687     25.2081   1531.2844      1.4914
   4688      1.5813     22.9945     53.1449   1672.0000    160.0000      0.0000    239.0000     36.6706     25.2097   1531.2892      1.5677
   4689      1.6280     22.9965     53.1483   1672.0000    160.0000      0.0000    239.0000     36.6716     25.2101   1531.2961      1.6140
   4690      1.6563     22.9975     53.1508   1672.0000    160.0000      0.0000    239.0000     36.6727     25.2108   1531.3003      1.6421
   4691      1.6735     22.9980     53.1523   1672.0000    160.0000      0.0000    239.0000     36.6735     25.2113   1531.3027      1.6592
   4692      1.7233     22.9980     53.1516   1672.0000    160.0000      0.0000    239.0000     36.6729     25.2111   1531.3030      1.7085
   4693      1.7535     22.9985     53.1512   1672.0000    160.0000      0.0000    239.0000     36.6722     25.2105   1531.3040      1.7384
   4694      1.7718     22.9985     53.1522   1672.0000    160.0000      0.0000    239.0000     36.6729     25.2111   1531.3051      1.7566
   4695      1.7829     22.9985     53.1528   1684.0000    161.0000      0.0000    122.0000     36.6734     25.2115   1531.3057      1.7676
   4696      1.7896     22.9995     53.1523   1684.0000    161.0000      0.0000    122.0000     36.6722     25.2104   1531.3070      1.7743
   4697      1.7544     23.0005     53.1505   1684.0000    161.0000      0.0000    122.0000     36.6699     25.2082   1531.3065      1.7393
   4698      1.7330     23.0005     53.1486   1684.0000    161.0000      0.0000    122.0000     36.6684     25.2070   1531.3046      1.7181
   4699      1.6806     22.9990     53.1474   1684.0000    161.0000      0.0000    122.0000     36.6688     25.2075   1531.3003      1.6662
   4700      1.6489     22.9980     53.1467   1700.0000    161.0000      0.0000   1068.0000     36.6691     25.2079   1531.2975      1.6348
   4701      1.6297     22.9970     53.1463   1700.0000    161.0000      0.0000   1068.0000     36.6696     25.2085   1531.2952      1.6157
   4702      1.6180     22.9960     53.1464   1700.0000    161.0000      0.0000   1068.0000     36.6706     25.2094   1531.2936      1.6041
   4703      1.5716     22.9955     53.1477   1700.0000    161.0000      0.0000   1068.0000     36.6720     25.2104   1531.2931      1.5581
   4704      1.5434     22.9950     53.1492   1700.0000    161.0000      0.0000   1068.0000     36.6736     25.2117   1531.2931      1.5302
   4705      1.4870     22.9950     53.1506   1700.0000    161.0000      0.0000   1068.0000     36.6747     25.2123   1531.2933      1.4742
   4706      1.4528     22.9955     53.1522   1700.0000    161.0000      0.0000   1068.0000     36.6755     25.2126   1531.2949      1.4403
   4707      1.4713     22.9960     53.1539   1700.0000    161.0000      0.0000   1068.0000     36.6765     25.2133   1531.2975      1.4587
   4708      1.4433     22.9970     53.1558   1700.0000    161.0000      0.0000   1068.0000     36.6771     25.2133   1531.3003      1.4309
   4709      1.4262     22.9980     53.1569   1700.0000    161.0000      0.0000   1068.0000     36.6771     25.2130   1531.3025      1.4140
   4710      1.4159     22.9985     53.1576   1716.0000    161.0000      0.0000   2215.0000     36.6772     25.2129   1531.3037      1.4038
   4711      1.3703     22.9995     53.1584   1716.0000    161.0000      0.0000   2215.0000     36.6770     25.2122   1531.3053      1.3586
   4712      1.3426     23.0005     53.1593   1716.0000    161.0000      0.0000   2215.0000     36.6769     25.2117   1531.3073      1.3311
   4713      1.2865     23.0015     53.1594   1716.0000    161.0000      0.0000   2215.0000     36.6762     25.2107   1531.3081      1.2755
   4714      1.2918     23.0020     53.1591   1716.0000    161.0000      0.0000   2215.0000     36.6755     25.2100   1531.3087      1.2807
   4715      1.2950     23.0020     53.1581   1738.0000    160.0000      0.0000   2609.0000     36.6748     25.2095   1531.3080      1.2839
   4716      1.3363     23.0025     53.1571   1738.0000    160.0000      0.0000   2609.0000     36.6736     25.2086   1531.3086      1.3249
   4717      1.3614     23.0025     53.1558   1738.0000    160.0000      0.0000   2609.0000     36.6725     25.2079   1531.3079      1.3497
   4718      1.4159     23.0025     53.1553   1738.0000    160.0000      0.0000   2609.0000     36.6721     25.2078   1531.3083      1.4038
   4719      1.4097     23.0025     53.1550   1738.0000    160.0000      0.0000   2609.0000     36.6719     25.2077   1531.3080      1.3976
   4720      1.4059     23.0025     53.1549   1738.0000    160.0000      0.0000   2609.0000     36.6718     25.2075   1531.3077      1.3938
   4721      1.4036     23.0025     53.1544   1738.0000    160.0000      0.0000   2609.0000     36.6714     25.2072   1531.3074      1.3915
   4722      1.4415     23.0025     53.1533   1738.0000    160.0000      0.0000   2609.0000     36.6706     25.2068   1531.3070      1.4291
   4723      1.4645     23.0015     53.1523   1738.0000    160.0000      0.0000   2609.0000     36.6706     25.2072   1531.3049      1.4520
   4724      1.5178     23.0005     53.1493   1738.0000    160.0000      0.0000   2609.0000     36.6691     25.2065   1531.3016      1.5048
   4725      1.5895     22.9995     53.1466   1737.0000    161.0000      0.0000   1249.0000     36.6678     25.2062   1531.2990      1.5759
   4726      1.6330     22.9980     53.1459   1737.0000    161.0000      0.0000   1249.0000     36.6685     25.2073   1531.2965      1.6190
   4727      1.6594     22.9965     53.1481   1737.0000    161.0000      0.0000   1249.0000     36.6715     25.2101   1531.2965      1.6451
   4728      1.7147     22.9965     53.1499   1737.0000    161.0000      0.0000   1249.0000     36.6728     25.2114   1531.2988      1.7000
   4729      1.7876     22.9975     53.1514   1737.0000    161.0000      0.0000   1249.0000     36.6731     25.2116   1531.3030      1.7723
   4730      1.8318     22.9980     53.1523   1729.0000    161.0000      0.0000    874.0000     36.6734     25.2119   1531.3052      1.8161
   4731      1.8587     22.9985     53.1528   1729.0000    161.0000      0.0000    874.0000     36.6734     25.2119   1531.3069      1.8427
